distance_km,weather,transport_mode,supplier_reliability,is_holiday,origin,destination,delayed
1414.0,Clear,Rail,67.6,0,Antwerp Freight,Vienna Logistics,0
794.5,Clear,Rail,82.3,1,Hamburg Port,Paris Nord,0
999.6,Clear,Road,91.7,0,Antwerp Freight,Paris Nord,0
631.4,Clear,Rail,77.7,0,Munich Hub,Berlin DC,1
626.0,Clear,Road,77.7,0,Milan Cargo,Prague Depot,0
889.2,Rain,Road,72.8,1,Rotterdam Gate,Zurich Terminus,1
818.5,Clear,Air,91.7,0,Milan Cargo,Vienna Logistics,0
2989.5,Rain,Sea,75.1,0,Munich Hub,Vienna Logistics,0
2210.2,Rain,Air,68.6,0,Hamburg Port,Prague Depot,0
1015.1,Fog,Air,87.4,0,Antwerp Freight,Zurich Terminus,1
1003.0,Fog,Road,84.9,0,Milan Cargo,Zurich Terminus,1
911.6,Rain,Road,89.6,0,Munich Hub,Warsaw Crossdock,0
543.9,Clear,Road,71.3,0,Munich Hub,Paris Nord,0
352.4,Clear,Road,77.3,0,Frankfurt Central,Paris Nord,0
2462.2,Clear,Air,90.6,0,Frankfurt Central,Prague Depot,1
2360.0,Rain,Sea,88.4,1,Hamburg Port,Zurich Terminus,1
2230.8,Storm,Air,81.2,1,Munich Hub,Vienna Logistics,1
830.5,Rain,Air,79.9,0,Frankfurt Central,Berlin DC,1
669.8,Clear,Rail,83.7,1,Rotterdam Gate,Paris Nord,1
200.6,Rain,Road,90.4,0,Munich Hub,Berlin DC,0
1367.0,Rain,Rail,74.6,0,Munich Hub,Warsaw Crossdock,1
817.3,Clear,Road,78.3,0,Hamburg Port,Paris Nord,0
844.8,Clear,Air,90.8,0,Milan Cargo,Warsaw Crossdock,0
943.4,Storm,Road,61.9,1,Hamburg Port,Vienna Logistics,1
1378.5,Clear,Rail,49.8,0,Frankfurt Central,Vienna Logistics,0
885.4,Fog,Road,80.7,0,Rotterdam Gate,Warsaw Crossdock,0
2737.4,Rain,Sea,40.9,0,Rotterdam Gate,Prague Depot,1
336.7,Clear,Road,49.5,0,Milan Cargo,Zurich Terminus,0
1893.0,Storm,Air,72.3,0,Antwerp Freight,Warsaw Crossdock,1
814.8,Storm,Road,55.2,0,Rotterdam Gate,Prague Depot,1
261.3,Clear,Road,77.4,0,Frankfurt Central,Warsaw Crossdock,0
254.2,Rain,Road,46.9,0,Antwerp Freight,Prague Depot,1
828.2,Rain,Road,52.6,0,Milan Cargo,Prague Depot,1
2652.3,Clear,Sea,75.2,0,Hamburg Port,Warsaw Crossdock,0
1408.0,Fog,Air,83.5,0,Munich Hub,Zurich Terminus,1
2485.0,Rain,Sea,69.9,0,Milan Cargo,Warsaw Crossdock,0
227.4,Clear,Rail,82.5,1,Munich Hub,Paris Nord,0
663.0,Clear,Road,80.4,0,Rotterdam Gate,Berlin DC,0
881.0,Clear,Rail,87.1,0,Antwerp Freight,Zurich Terminus,0
851.0,Rain,Rail,68.3,1,Hamburg Port,Berlin DC,1
1168.5,Snow,Air,57.9,1,Munich Hub,Berlin DC,1
878.4,Fog,Road,84.3,0,Milan Cargo,Prague Depot,0
910.0,Clear,Road,44.9,1,Hamburg Port,Paris Nord,1
806.3,Clear,Road,85.1,0,Milan Cargo,Vienna Logistics,0
1711.1,Rain,Air,78.9,0,Rotterdam Gate,Berlin DC,0
232.6,Fog,Road,70.7,0,Rotterdam Gate,Vienna Logistics,1
1306.1,Rain,Rail,72.2,0,Munich Hub,Paris Nord,0
1294.5,Storm,Rail,54.9,0,Frankfurt Central,Vienna Logistics,1
2324.5,Storm,Air,62.2,0,Frankfurt Central,Vienna Logistics,1
1054.3,Clear,Road,82.5,0,Antwerp Freight,Vienna Logistics,0
543.0,Rain,Road,94.8,0,Munich Hub,Warsaw Crossdock,0
851.0,Rain,Road,72.8,0,Hamburg Port,Zurich Terminus,1
1827.2,Clear,Sea,71.0,0,Rotterdam Gate,Paris Nord,0
1615.7,Clear,Rail,49.7,0,Antwerp Freight,Paris Nord,0
409.4,Rain,Sea,87.7,0,Milan Cargo,Vienna Logistics,0
1206.2,Fog,Rail,74.9,0,Hamburg Port,Warsaw Crossdock,0
453.4,Rain,Road,63.6,0,Hamburg Port,Zurich Terminus,1
364.2,Rain,Rail,87.4,1,Rotterdam Gate,Paris Nord,1
314.2,Rain,Road,86.4,0,Hamburg Port,Warsaw Crossdock,0
1065.7,Clear,Rail,97.7,0,Antwerp Freight,Vienna Logistics,0
1177.5,Rain,Sea,77.6,0,Munich Hub,Prague Depot,1
508.1,Rain,Rail,95.2,0,Munich Hub,Warsaw Crossdock,1
892.8,Rain,Road,67.5,0,Rotterdam Gate,Vienna Logistics,1
503.5,Fog,Road,79.7,0,Antwerp Freight,Berlin DC,1
465.9,Clear,Rail,83.7,0,Rotterdam Gate,Berlin DC,0
272.8,Clear,Road,86.6,0,Antwerp Freight,Prague Depot,0
181.9,Storm,Road,88.9,0,Hamburg Port,Paris Nord,0
2025.9,Rain,Sea,78.3,0,Munich Hub,Prague Depot,1
698.6,Fog,Road,79.7,1,Milan Cargo,Prague Depot,1
979.2,Fog,Road,65.6,1,Rotterdam Gate,Paris Nord,0
1028.9,Clear,Road,36.2,0,Hamburg Port,Paris Nord,0
911.3,Clear,Road,68.8,0,Antwerp Freight,Berlin DC,0
1350.8,Storm,Rail,77.2,0,Munich Hub,Warsaw Crossdock,1
962.8,Rain,Rail,90.6,0,Milan Cargo,Vienna Logistics,0
129.4,Rain,Road,48.1,0,Rotterdam Gate,Berlin DC,1
542.5,Clear,Road,94.7,0,Frankfurt Central,Paris Nord,0
349.2,Rain,Road,77.3,0,Munich Hub,Warsaw Crossdock,0
379.9,Clear,Road,86.8,0,Antwerp Freight,Prague Depot,0
1066.1,Rain,Road,56.4,0,Antwerp Freight,Vienna Logistics,1
528.1,Rain,Road,76.7,0,Frankfurt Central,Vienna Logistics,1
1552.1,Clear,Rail,73.7,0,Rotterdam Gate,Warsaw Crossdock,0
1446.3,Clear,Sea,82.0,0,Antwerp Freight,Paris Nord,0
502.5,Clear,Road,79.8,0,Frankfurt Central,Warsaw Crossdock,0
702.8,Storm,Road,60.8,0,Munich Hub,Vienna Logistics,1
194.4,Clear,Road,58.7,0,Rotterdam Gate,Warsaw Crossdock,0
840.2,Clear,Road,67.4,1,Milan Cargo,Vienna Logistics,1
1157.1,Storm,Road,78.4,0,Munich Hub,Prague Depot,1
482.3,Fog,Sea,81.4,0,Frankfurt Central,Vienna Logistics,1
397.7,Storm,Road,98.5,0,Rotterdam Gate,Warsaw Crossdock,1
756.1,Fog,Road,75.8,1,Hamburg Port,Vienna Logistics,0
1355.3,Rain,Air,64.1,0,Hamburg Port,Berlin DC,1
2347.2,Clear,Sea,81.6,0,Rotterdam Gate,Berlin DC,0
567.6,Rain,Road,90.1,1,Hamburg Port,Vienna Logistics,1
517.5,Rain,Road,71.8,1,Frankfurt Central,Berlin DC,0
493.4,Fog,Rail,72.8,0,Hamburg Port,Berlin DC,0
351.2,Storm,Road,85.5,0,Hamburg Port,Zurich Terminus,0
499.2,Clear,Road,72.1,0,Frankfurt Central,Paris Nord,0
1332.1,Clear,Rail,77.8,0,Munich Hub,Prague Depot,0
1879.2,Fog,Air,71.0,0,Milan Cargo,Prague Depot,0
679.5,Fog,Road,77.4,1,Rotterdam Gate,Berlin DC,0
1019.9,Fog,Road,68.8,0,Frankfurt Central,Vienna Logistics,0
704.9,Rain,Road,65.6,0,Munich Hub,Paris Nord,1
721.2,Clear,Rail,71.2,0,Milan Cargo,Warsaw Crossdock,0
2718.4,Fog,Sea,92.6,0,Milan Cargo,Berlin DC,0
837.7,Rain,Road,57.8,0,Frankfurt Central,Paris Nord,1
557.1,Clear,Road,89.2,0,Munich Hub,Vienna Logistics,0
246.8,Storm,Road,50.9,0,Hamburg Port,Vienna Logistics,1
1411.9,Clear,Air,52.5,0,Frankfurt Central,Berlin DC,0
671.1,Clear,Road,83.2,0,Hamburg Port,Berlin DC,0
1595.8,Storm,Air,78.1,1,Rotterdam Gate,Paris Nord,1
261.8,Clear,Road,90.0,0,Rotterdam Gate,Paris Nord,0
347.3,Clear,Rail,68.7,0,Milan Cargo,Vienna Logistics,0
2289.0,Clear,Sea,80.9,1,Munich Hub,Zurich Terminus,1
466.1,Storm,Road,96.6,0,Hamburg Port,Zurich Terminus,0
999.7,Clear,Air,87.9,0,Munich Hub,Paris Nord,0
828.0,Clear,Road,90.6,0,Munich Hub,Vienna Logistics,0
388.4,Snow,Road,85.1,1,Milan Cargo,Berlin DC,1
472.5,Storm,Rail,80.9,0,Rotterdam Gate,Warsaw Crossdock,1
1575.6,Clear,Sea,57.9,0,Antwerp Freight,Vienna Logistics,0
1602.6,Fog,Rail,95.2,0,Rotterdam Gate,Vienna Logistics,0
842.4,Storm,Road,81.1,1,Milan Cargo,Prague Depot,1
818.0,Clear,Road,71.2,1,Hamburg Port,Berlin DC,0
2322.9,Snow,Sea,90.0,0,Hamburg Port,Prague Depot,1
591.5,Clear,Road,72.2,0,Milan Cargo,Vienna Logistics,0
1108.8,Snow,Road,89.3,0,Milan Cargo,Berlin DC,0
2215.4,Clear,Sea,48.5,0,Antwerp Freight,Warsaw Crossdock,1
2503.3,Rain,Sea,78.0,0,Antwerp Freight,Prague Depot,1
1755.4,Rain,Rail,67.2,1,Rotterdam Gate,Paris Nord,0
687.0,Rain,Road,83.9,0,Rotterdam Gate,Paris Nord,0
1193.5,Rain,Road,62.6,0,Frankfurt Central,Zurich Terminus,1
1082.1,Clear,Road,75.3,0,Munich Hub,Warsaw Crossdock,0
686.8,Clear,Road,83.7,0,Munich Hub,Warsaw Crossdock,0
1214.3,Clear,Rail,58.8,0,Hamburg Port,Prague Depot,0
3016.7,Snow,Sea,88.8,0,Frankfurt Central,Prague Depot,0
267.8,Fog,Road,71.8,0,Rotterdam Gate,Vienna Logistics,0
2473.1,Clear,Air,67.0,0,Antwerp Freight,Zurich Terminus,0
626.3,Clear,Road,86.5,0,Milan Cargo,Zurich Terminus,0
1012.3,Fog,Road,92.4,0,Antwerp Freight,Prague Depot,0
444.3,Clear,Road,79.2,0,Munich Hub,Zurich Terminus,0
1601.5,Rain,Air,46.3,0,Frankfurt Central,Paris Nord,0
672.7,Clear,Road,69.9,0,Munich Hub,Zurich Terminus,1
1092.5,Clear,Rail,57.8,0,Hamburg Port,Vienna Logistics,0
1444.5,Rain,Air,85.4,0,Hamburg Port,Prague Depot,0
1372.6,Clear,Rail,50.1,0,Antwerp Freight,Warsaw Crossdock,1
1399.0,Snow,Air,49.1,1,Milan Cargo,Berlin DC,1
571.3,Clear,Rail,68.8,0,Hamburg Port,Warsaw Crossdock,0
1088.9,Clear,Rail,73.7,0,Munich Hub,Prague Depot,0
639.5,Snow,Road,89.5,0,Milan Cargo,Prague Depot,0
657.2,Clear,Road,83.0,0,Frankfurt Central,Warsaw Crossdock,0
2047.8,Rain,Air,78.9,0,Frankfurt Central,Warsaw Crossdock,1
354.1,Clear,Road,56.9,1,Rotterdam Gate,Warsaw Crossdock,1
590.8,Rain,Road,80.7,0,Rotterdam Gate,Paris Nord,0
1311.2,Fog,Sea,63.3,0,Rotterdam Gate,Vienna Logistics,0
695.3,Storm,Road,83.3,1,Milan Cargo,Vienna Logistics,1
1746.6,Snow,Rail,90.5,0,Antwerp Freight,Vienna Logistics,0
2506.2,Storm,Air,72.8,0,Milan Cargo,Vienna Logistics,1
591.2,Rain,Rail,85.8,0,Frankfurt Central,Zurich Terminus,0
1612.0,Rain,Rail,75.5,0,Rotterdam Gate,Warsaw Crossdock,0
1080.5,Storm,Road,73.2,0,Rotterdam Gate,Prague Depot,1
996.3,Rain,Rail,57.4,0,Antwerp Freight,Prague Depot,0
965.5,Storm,Road,91.1,0,Munich Hub,Vienna Logistics,1
1009.5,Fog,Rail,85.4,0,Milan Cargo,Warsaw Crossdock,1
1018.4,Clear,Road,67.6,0,Antwerp Freight,Prague Depot,0
1470.8,Clear,Rail,75.7,0,Rotterdam Gate,Warsaw Crossdock,0
468.0,Storm,Rail,76.6,1,Munich Hub,Berlin DC,1
290.7,Fog,Rail,78.6,1,Hamburg Port,Warsaw Crossdock,0
1370.8,Clear,Rail,38.4,0,Munich Hub,Vienna Logistics,0
1393.6,Clear,Rail,64.2,0,Antwerp Freight,Vienna Logistics,0
2527.9,Rain,Sea,94.3,0,Antwerp Freight,Zurich Terminus,1
1062.1,Rain,Road,92.5,0,Milan Cargo,Berlin DC,0
457.6,Rain,Road,54.3,0,Antwerp Freight,Paris Nord,0
506.2,Snow,Road,77.9,0,Antwerp Freight,Zurich Terminus,0
554.7,Clear,Road,75.8,0,Frankfurt Central,Paris Nord,0
2134.9,Snow,Air,57.6,0,Munich Hub,Zurich Terminus,1
1607.4,Storm,Sea,76.1,0,Munich Hub,Paris Nord,1
1227.3,Fog,Rail,75.8,1,Hamburg Port,Vienna Logistics,1
789.7,Fog,Rail,48.0,0,Rotterdam Gate,Prague Depot,1
787.4,Clear,Air,94.3,0,Frankfurt Central,Vienna Logistics,0
526.5,Rain,Road,89.8,0,Antwerp Freight,Paris Nord,0
743.9,Clear,Road,88.5,0,Antwerp Freight,Warsaw Crossdock,0
1104.2,Snow,Air,88.2,0,Hamburg Port,Berlin DC,1
470.8,Clear,Road,83.7,0,Frankfurt Central,Berlin DC,0
2131.7,Snow,Air,60.5,0,Hamburg Port,Vienna Logistics,0
735.4,Fog,Road,65.4,1,Rotterdam Gate,Paris Nord,1
155.9,Rain,Road,62.2,0,Hamburg Port,Zurich Terminus,1
940.5,Clear,Road,72.3,0,Antwerp Freight,Warsaw Crossdock,0
588.8,Clear,Air,58.9,0,Antwerp Freight,Warsaw Crossdock,0
1236.8,Snow,Rail,56.3,0,Milan Cargo,Prague Depot,1
1146.9,Clear,Road,82.7,0,Rotterdam Gate,Berlin DC,0
1145.6,Rain,Rail,85.9,0,Frankfurt Central,Warsaw Crossdock,1
137.1,Clear,Road,76.2,0,Rotterdam Gate,Warsaw Crossdock,0
1122.6,Rain,Road,80.0,0,Antwerp Freight,Warsaw Crossdock,0
577.8,Fog,Road,49.4,0,Rotterdam Gate,Vienna Logistics,0
2903.7,Snow,Sea,55.7,0,Munich Hub,Berlin DC,0
1124.4,Snow,Road,94.7,0,Milan Cargo,Paris Nord,1
291.6,Fog,Road,78.5,0,Antwerp Freight,Berlin DC,0
877.6,Storm,Rail,60.8,1,Milan Cargo,Zurich Terminus,1
965.3,Storm,Road,84.5,0,Hamburg Port,Vienna Logistics,1
502.7,Rain,Road,56.9,0,Antwerp Freight,Prague Depot,0
2445.1,Rain,Air,74.0,0,Frankfurt Central,Zurich Terminus,1
93.0,Clear,Road,88.0,0,Rotterdam Gate,Prague Depot,0
200.5,Clear,Rail,79.3,0,Antwerp Freight,Paris Nord,1
249.5,Snow,Road,95.4,1,Rotterdam Gate,Vienna Logistics,1
1095.2,Fog,Sea,71.6,0,Munich Hub,Prague Depot,1
289.0,Clear,Road,75.0,0,Rotterdam Gate,Warsaw Crossdock,0
1150.9,Fog,Road,86.4,0,Antwerp Freight,Berlin DC,0
1026.5,Storm,Road,47.9,1,Hamburg Port,Berlin DC,1
1074.6,Rain,Rail,59.0,1,Antwerp Freight,Zurich Terminus,1
1670.6,Fog,Rail,74.7,0,Munich Hub,Vienna Logistics,0
772.8,Snow,Road,76.9,0,Frankfurt Central,Warsaw Crossdock,1
230.9,Clear,Road,57.3,0,Hamburg Port,Warsaw Crossdock,0
611.4,Clear,Road,82.6,0,Rotterdam Gate,Warsaw Crossdock,0
360.0,Snow,Rail,71.4,1,Frankfurt Central,Paris Nord,1
1127.3,Rain,Air,66.4,0,Antwerp Freight,Warsaw Crossdock,0
965.4,Clear,Road,74.8,0,Hamburg Port,Paris Nord,0
437.2,Storm,Road,83.6,0,Milan Cargo,Paris Nord,0
403.9,Storm,Road,55.8,0,Antwerp Freight,Vienna Logistics,1
275.9,Clear,Road,52.5,0,Antwerp Freight,Paris Nord,0
168.6,Clear,Road,87.1,0,Hamburg Port,Prague Depot,0
1789.4,Storm,Rail,38.8,0,Hamburg Port,Prague Depot,1
727.2,Clear,Road,93.6,0,Milan Cargo,Vienna Logistics,0
1671.2,Clear,Rail,69.8,0,Antwerp Freight,Paris Nord,0
1757.9,Clear,Rail,84.5,0,Rotterdam Gate,Prague Depot,1
1605.8,Storm,Rail,62.4,0,Milan Cargo,Warsaw Crossdock,1
236.7,Fog,Road,63.6,0,Frankfurt Central,Vienna Logistics,1
571.0,Fog,Road,87.4,0,Milan Cargo,Warsaw Crossdock,1
161.5,Clear,Road,66.4,0,Milan Cargo,Prague Depot,0
880.5,Fog,Road,73.1,0,Rotterdam Gate,Vienna Logistics,1
2312.8,Clear,Air,79.6,0,Frankfurt Central,Zurich Terminus,0
1225.2,Fog,Air,35.3,0,Hamburg Port,Prague Depot,1
773.9,Rain,Road,88.4,0,Milan Cargo,Zurich Terminus,0
397.3,Clear,Rail,74.0,0,Antwerp Freight,Warsaw Crossdock,0
1073.1,Rain,Road,74.9,0,Milan Cargo,Prague Depot,1
120.8,Clear,Road,54.7,0,Rotterdam Gate,Warsaw Crossdock,0
664.0,Clear,Road,82.8,0,Milan Cargo,Warsaw Crossdock,0
1067.4,Fog,Road,43.2,0,Munich Hub,Paris Nord,1
1075.6,Clear,Road,53.1,1,Munich Hub,Berlin DC,0
2431.1,Rain,Air,90.2,0,Milan Cargo,Warsaw Crossdock,1
1685.7,Clear,Rail,91.6,1,Munich Hub,Warsaw Crossdock,0
426.4,Rain,Road,67.9,1,Rotterdam Gate,Prague Depot,1
1085.8,Clear,Air,74.6,0,Rotterdam Gate,Vienna Logistics,0
1318.9,Clear,Air,73.4,0,Munich Hub,Paris Nord,0
360.9,Fog,Rail,72.6,0,Hamburg Port,Berlin DC,0
1402.8,Storm,Air,87.9,0,Munich Hub,Zurich Terminus,1
702.1,Clear,Road,84.4,0,Munich Hub,Prague Depot,0
742.3,Clear,Road,86.4,0,Milan Cargo,Berlin DC,1
1781.2,Clear,Rail,71.8,0,Munich Hub,Vienna Logistics,0
1136.8,Rain,Road,64.6,0,Hamburg Port,Berlin DC,1
412.4,Rain,Road,90.6,0,Antwerp Freight,Berlin DC,0
1703.9,Rain,Rail,86.6,0,Hamburg Port,Berlin DC,0
227.7,Storm,Road,86.9,0,Hamburg Port,Warsaw Crossdock,1
402.1,Clear,Rail,78.3,0,Milan Cargo,Vienna Logistics,1
1048.3,Fog,Road,66.2,0,Frankfurt Central,Vienna Logistics,1
1846.8,Rain,Sea,66.1,0,Rotterdam Gate,Prague Depot,1
473.6,Rain,Road,72.1,0,Hamburg Port,Berlin DC,0
170.6,Clear,Road,90.0,0,Munich Hub,Warsaw Crossdock,0
431.6,Clear,Road,59.8,0,Munich Hub,Paris Nord,1
723.6,Storm,Rail,84.4,0,Milan Cargo,Prague Depot,0
1151.3,Clear,Road,70.1,0,Rotterdam Gate,Zurich Terminus,0
683.0,Clear,Road,73.4,0,Frankfurt Central,Paris Nord,0
1067.4,Fog,Road,87.3,0,Munich Hub,Paris Nord,0
385.8,Rain,Road,77.3,0,Frankfurt Central,Paris Nord,0
278.1,Clear,Road,85.4,0,Milan Cargo,Prague Depot,0
455.8,Clear,Road,76.6,0,Antwerp Freight,Berlin DC,0
695.2,Clear,Rail,75.6,0,Hamburg Port,Berlin DC,0
1184.6,Snow,Road,58.9,1,Rotterdam Gate,Prague Depot,1
1797.1,Snow,Rail,91.4,0,Hamburg Port,Warsaw Crossdock,0
2095.0,Clear,Air,83.8,0,Hamburg Port,Berlin DC,0
789.8,Rain,Road,83.6,0,Antwerp Freight,Warsaw Crossdock,0
696.8,Fog,Road,82.8,1,Antwerp Freight,Vienna Logistics,1
546.0,Clear,Rail,81.5,1,Munich Hub,Paris Nord,1
647.3,Fog,Road,93.1,0,Frankfurt Central,Berlin DC,0
690.9,Rain,Road,76.6,0,Hamburg Port,Prague Depot,1
1230.6,Rain,Rail,43.4,1,Rotterdam Gate,Paris Nord,1
1802.7,Fog,Sea,87.8,0,Munich Hub,Warsaw Crossdock,0
593.5,Clear,Road,89.8,1,Hamburg Port,Vienna Logistics,0
681.7,Clear,Road,79.4,0,Frankfurt Central,Paris Nord,0
97.1,Clear,Road,75.0,0,Frankfurt Central,Zurich Terminus,0
588.8,Fog,Rail,84.8,0,Milan Cargo,Prague Depot,1
1172.3,Fog,Road,71.3,0,Munich Hub,Zurich Terminus,1
522.7,Storm,Road,70.3,0,Antwerp Freight,Prague Depot,1
288.9,Rain,Road,42.3,1,Antwerp Freight,Vienna Logistics,0
489.5,Storm,Rail,88.7,0,Frankfurt Central,Vienna Logistics,1
1655.8,Storm,Rail,76.2,0,Hamburg Port,Prague Depot,1
700.7,Clear,Rail,80.1,1,Milan Cargo,Prague Depot,0
1351.1,Clear,Sea,49.6,0,Munich Hub,Warsaw Crossdock,0
650.2,Rain,Road,47.5,0,Milan Cargo,Prague Depot,1
697.3,Clear,Road,71.2,0,Antwerp Freight,Paris Nord,0
316.8,Rain,Road,61.2,0,Hamburg Port,Zurich Terminus,0
91.4,Rain,Road,76.2,0,Hamburg Port,Prague Depot,1
767.1,Rain,Air,92.5,1,Antwerp Freight,Paris Nord,0
1223.3,Rain,Air,64.9,0,Frankfurt Central,Berlin DC,0
1785.1,Rain,Rail,41.4,1,Frankfurt Central,Berlin DC,1
919.0,Fog,Road,60.3,0,Milan Cargo,Berlin DC,1
1482.3,Clear,Rail,66.3,0,Rotterdam Gate,Paris Nord,0
1689.4,Fog,Sea,82.9,0,Hamburg Port,Paris Nord,1
934.6,Clear,Road,70.1,0,Hamburg Port,Berlin DC,0
750.1,Storm,Rail,83.2,0,Milan Cargo,Vienna Logistics,0
960.1,Snow,Road,66.8,0,Munich Hub,Zurich Terminus,1
1021.2,Clear,Rail,75.4,1,Antwerp Freight,Vienna Logistics,0
1252.8,Fog,Rail,85.1,0,Antwerp Freight,Zurich Terminus,0
922.6,Snow,Sea,69.3,0,Antwerp Freight,Zurich Terminus,0
2281.5,Clear,Air,78.9,0,Frankfurt Central,Berlin DC,0
629.7,Fog,Rail,65.9,0,Antwerp Freight,Paris Nord,0
348.7,Snow,Road,70.6,1,Antwerp Freight,Zurich Terminus,1
494.3,Clear,Road,71.6,0,Hamburg Port,Vienna Logistics,1
717.0,Storm,Rail,84.1,0,Hamburg Port,Vienna Logistics,1
1735.9,Clear,Air,81.1,1,Hamburg Port,Vienna Logistics,0
545.3,Storm,Road,43.6,0,Frankfurt Central,Vienna Logistics,1
2930.3,Clear,Sea,39.3,0,Rotterdam Gate,Vienna Logistics,0
1106.1,Storm,Road,85.3,0,Munich Hub,Zurich Terminus,1
937.0,Fog,Rail,85.6,0,Frankfurt Central,Paris Nord,0
911.0,Clear,Road,65.0,0,Antwerp Freight,Prague Depot,0
392.1,Clear,Road,63.9,0,Rotterdam Gate,Vienna Logistics,0
501.8,Rain,Sea,92.9,0,Hamburg Port,Warsaw Crossdock,0
562.7,Clear,Rail,62.5,0,Frankfurt Central,Berlin DC,0
777.1,Clear,Road,59.5,0,Frankfurt Central,Berlin DC,0
1746.2,Clear,Rail,63.0,0,Rotterdam Gate,Vienna Logistics,0
664.9,Rain,Road,61.4,0,Rotterdam Gate,Vienna Logistics,0
648.1,Clear,Road,64.8,0,Frankfurt Central,Vienna Logistics,0
1723.4,Clear,Rail,91.2,0,Frankfurt Central,Paris Nord,0
613.2,Storm,Rail,73.8,1,Rotterdam Gate,Warsaw Crossdock,0
1823.4,Snow,Sea,83.6,0,Frankfurt Central,Vienna Logistics,0
2580.7,Clear,Air,66.2,1,Antwerp Freight,Prague Depot,0
516.4,Clear,Road,73.1,0,Hamburg Port,Vienna Logistics,0
968.1,Clear,Road,96.4,0,Munich Hub,Prague Depot,0
650.6,Clear,Air,73.8,0,Milan Cargo,Zurich Terminus,0
150.8,Rain,Road,94.4,0,Milan Cargo,Warsaw Crossdock,0
315.2,Clear,Rail,80.7,1,Hamburg Port,Berlin DC,0
538.4,Storm,Rail,75.3,0,Munich Hub,Prague Depot,1
1050.9,Rain,Road,66.6,1,Rotterdam Gate,Vienna Logistics,1
1529.9,Clear,Sea,77.8,0,Frankfurt Central,Warsaw Crossdock,0
1432.8,Clear,Rail,63.6,0,Rotterdam Gate,Vienna Logistics,0
2355.2,Rain,Sea,87.6,0,Frankfurt Central,Warsaw Crossdock,0
242.1,Clear,Road,70.5,0,Milan Cargo,Warsaw Crossdock,0
1112.3,Rain,Road,70.8,0,Hamburg Port,Zurich Terminus,0
2877.5,Rain,Sea,65.0,0,Milan Cargo,Paris Nord,1
432.5,Clear,Road,62.2,0,Hamburg Port,Berlin DC,0
772.9,Fog,Rail,81.5,0,Munich Hub,Berlin DC,0
672.5,Clear,Road,75.7,1,Munich Hub,Vienna Logistics,0
757.9,Storm,Rail,79.0,0,Milan Cargo,Prague Depot,0
1456.9,Clear,Rail,91.6,0,Hamburg Port,Warsaw Crossdock,0
723.9,Rain,Road,94.1,0,Hamburg Port,Zurich Terminus,0
1000.8,Clear,Rail,50.4,0,Frankfurt Central,Vienna Logistics,0
1163.4,Clear,Road,85.2,0,Milan Cargo,Zurich Terminus,0
874.9,Clear,Road,96.2,0,Hamburg Port,Prague Depot,1
110.7,Clear,Road,93.7,0,Antwerp Freight,Prague Depot,0
1151.8,Fog,Rail,59.1,0,Hamburg Port,Paris Nord,0
870.5,Clear,Road,66.3,0,Milan Cargo,Prague Depot,1
1122.9,Clear,Air,81.1,1,Milan Cargo,Prague Depot,0
229.9,Clear,Rail,63.1,0,Frankfurt Central,Zurich Terminus,0
966.4,Fog,Road,75.8,0,Rotterdam Gate,Prague Depot,0
1076.0,Rain,Road,71.0,0,Munich Hub,Warsaw Crossdock,0
648.5,Fog,Rail,58.7,0,Frankfurt Central,Vienna Logistics,1
98.2,Storm,Road,86.9,1,Frankfurt Central,Prague Depot,1
902.2,Clear,Road,46.1,0,Frankfurt Central,Zurich Terminus,0
1023.2,Clear,Air,73.9,1,Milan Cargo,Prague Depot,0
2213.7,Rain,Air,74.8,0,Frankfurt Central,Warsaw Crossdock,1
445.9,Storm,Sea,85.8,0,Milan Cargo,Warsaw Crossdock,0
1666.1,Fog,Rail,69.3,1,Munich Hub,Paris Nord,1
1531.8,Clear,Rail,61.2,0,Hamburg Port,Zurich Terminus,0
